Series Name,Series Code,Time,Time Code,Austria [AUT],Belgium [BEL],Bulgaria [BGR],Croatia [HRV],Czech Republic [CZE],Denmark [DNK],Cyprus [CYP],Estonia [EST],Finland [FIN],France [FRA],Germany [DEU],Greece [GRC],Hungary [HUN],Ireland [IRL],Italy [ITA],Latvia [LVA],Liechtenstein [LIE],Lithuania [LTU],Iceland [ISL],Luxembourg [LUX],Malta [MLT],Netherlands [NLD],Poland [POL],Portugal [PRT],Romania [ROU],Slovak Republic [SVK],Slovenia [SVN],Spain [ESP],Sweden [SWE],Norway [NOR],European Union [EUU]
GDP (current US$),NY.GDP.MKTP.CD,2018,YR2018,455508255028.219,542685915417.411,66200847917.924,60991399904.4434,244987409830.533,355675329085.952,24961995748.701,30747159197.8965,275893681355.892,2787863958885.49,3949548833952.94,218138367444.99,157882912778.254,382674360766.341,2085764300862.27,34313873284.5882,..,53455170033.5194,25737594324.9454,70919958015.5247,14603581712.3288,914104847814.117,587114101392.696,241274628877.362,241626953521.413,105820499976.721,54034358544.2622,1419735245004.7,555455371487.089,434166615431.909,15931983317841.6
GDP (current US$),NY.GDP.MKTP.CD,2019,YR2019,446314739528.47,529606710418.038,67927179736.6915,60415553038.8826,246489245494.882,348078018463.905,24564647934.6244,31386949981.236,268761201364.705,2715518274227.45,3845630030823.52,209852761468.681,160967157503.612,388698711348.156,2001244392041.57,34117202555.0666,..,54219315600.0854,24188035738.7846,71104919108.1411,14786156563.3046,909070395160.783,592164400687.607,237686075634.698,250077444017.084,105422304975.576,53742159516.9278,1394116310768.63,530832908737.862,403336363636.364,15592795166700.2
GDP (current US$),NY.GDP.MKTP.CD,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1960,YR1960,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1961,YR1961,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1962,YR1962,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1963,YR1963,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1964,YR1964,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1965,YR1965,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1966,YR1966,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1967,YR1967,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1968,YR1968,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1969,YR1969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1970,YR1970,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1971,YR1971,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1974,YR1974,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1975,YR1975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1976,YR1976,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1979,YR1979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1980,YR1980,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1981,YR1981,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1982,YR1982,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1983,YR1983,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1984,YR1984,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1985,YR1985,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1986,YR1986,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1987,YR1987,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1990,YR1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1991,YR1991,4.98199987411499,4.5789999961853,2.3840000629425,5.22300004959106,4.09700012207031,4.33699989318848,6.49399995803833,2.50799989700317,3.63700008392334,4.76900005340576,4.50299978256226,6.32299995422363,2.57800006866455,5.19199991226196,7.67700004577637,3.53299999237061,..,3.73000001907349,6.83799982070923,1.78100001811981,4.39900016784668,3.27900004386902,3.53900003433228,6.17799997329712,3.80699992179871,2.66700005531311,3.13700008392334,3.98300004005432,4.01000022888184,3.65599989891052,4.64342347878919
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,YR1992,4.94600009918213,4.61299991607666,2.38199996948242,5.11600017547607,4.05700016021729,4.14400005340576,6.43400001525879,2.33899998664856,3.7279999256134,4.93599987030029,4.76800012588501,6.94999980926514,2.54099988937378,5.65399980545044,7.64599990844727,3.14199995994568,..,3.52099990844727,6.82999992370605,1.75499999523163,4.32999992370605,3.41799998283386,3.58999991416931,6.14200019836426,3.75399994850159,2.48499989509583,3.08500003814697,4.48199987411499,3.98000001907349,3.7260000705719,4.75949765720043
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1993,YR1993,4.91200017929077,4.70100021362305,2.37700009346008,5.07800006866455,4.01700019836426,4.28499984741211,6.42899990081787,2.29399991035461,3.79399991035461,4.82800006866455,4.95499992370605,7.23699998855591,2.20099997520447,6.03800010681152,7.62599992752075,3.05399990081787,..,3.39199995994568,6.79699993133545,1.72800004482269,4.26599979400635,3.50399994850159,3.72399997711182,6.27600002288818,2.19300007820129,2.46700000762939,3.07699990272522,4.37400007247925,3.9539999961853,3.69899988174438,4.69937986287121
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1994,YR1994,4.87400007247925,4.67199993133545,2.37599992752075,5.10200023651123,4.01999998092651,4.06500005722046,6.38299989700317,2.28099989891052,3.82299995422363,4.7519998550415,5.2649998664856,7.03200006484985,2.17600011825562,5.71299982070923,7.58799982070923,3.05800008773804,..,3.28299999237061,6.7519998550415,1.70200002193451,4.19999980926514,4.02099990844727,3.80900001525879,6.45599985122681,1.30200004577637,2.5,3.40799999237061,4.73999977111816,3.91700005531311,3.63899993896484,4.73816312423352
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1995,YR1995,4.83500003814697,4.68599987030029,2.37299990653992,5.0479998588562,4.03599977493286,4.26200008392334,6.32200002670288,2.29399991035461,3.67700004577637,4.69299983978271,5.12400007247925,6.40700006484985,2.15100002288818,5.76399993896484,7.5460000038147,3.03900003433228,..,3.32299995422363,6.72200012207031,1.67700004577637,4.13100004196167,4.0149998664856,3.67600011825562,6.35099983215332,1.40600001811981,2.51300001144409,3.62800002098084,4.88600015640259,3.88000011444092,3.42899990081787,4.68259438735974
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1996,YR1996,4.90299987792969,4.68400001525879,2.36700010299683,5.09600019454956,4.05399990081787,3.90700006484985,6.30700016021729,2.30399990081787,3.86500000953674,4.65799999237061,5.05100011825562,6.92799997329712,2.10800004005432,5.08599996566772,7.51200008392334,3.05999994277954,..,3.37100005149841,8.10999965667725,1.64999997615814,4.07299995422363,3.83200001716614,3.65199995040894,6.55800008773804,1.29299998283386,2.53200006484985,3.45000004768372,5.20699977874756,4.11999988555908,2.35800004005432,4.68733462279586
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1997,YR1997,4.90500020980835,4.5149998664856,2.36400008201599,4.87200021743774,4.03800010681152,3.85500001907349,6.28000020980835,2.34100008010864,4.54699993133545,4.66599988937378,5.0789999961853,7.13100004196167,2.59299993515015,5.42600011825562,7.47700023651123,3.17600011825562,..,3.45600008964539,6.24599981307983,1.62399995326996,4.01300001144409,3.9300000667572,3.68300008773804,6.11700010299683,1.29100000858307,2.52300000190735,3.11999988555908,5.23600006103516,4.18100023269653,1.97800004482269,4.70438139207044
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1998,YR1998,5.13700008392334,4.65199995040894,2.36299991607666,5.2519998550415,4.11700010299683,4.24100017547607,6.23199987411499,2.66599988937378,3.74600005149841,4.70499992370605,5.09299993515015,7.26800012588501,2.6949999332428,6.1729998588562,7.44399976730347,3.15300011634827,..,3.52500009536743,6.51599979400635,1.59899997711182,3.95600008964539,3.96499991416931,4.0460000038147,6.23099994659424,1.20899999141693,2.52600002288818,3.54099988937378,5.19000005722046,4.04699993133545,1.84700000286102,4.76613842834181
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1999,YR1999,4.94099998474121,4.45900011062622,2.35500001907349,5.08900022506714,4.1729998588562,4.15799999237061,6.19099998474121,3.59400010108948,4.16400003433228,4.57999992370605,5.11199998855591,7.56799983978271,2.98699998855591,5.89099979400635,7.40999984741211,3.84599995613098,..,2.03099989891052,6.49200010299683,1.57400000095367,3.90000009536743,3.91400003433228,3.83599996566772,6.01800012588501,0.910000026226044,2.32299995422363,3.6710000038147,6,4.10799980163574,1.68700003623962,4.78398406516541
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2000,YR2000,5.00400018692017,4.53000020980835,2.3529999256134,5.10599994659424,4.17500019073486,4.19700002670288,6.14699983596802,2.95799994468689,4.32000017166138,4.32499980926514,5.02899980545044,7.97300004959106,5.06599998474121,5.97100019454956,7.36600017547607,4.12200021743774,..,1.71800005435944,7.10699987411499,1.55200004577637,3.84500002861023,3.24699997901917,3.89199995994568,6.23699998855591,1.07400000095367,2.52800011634827,3.67700004577637,5.62799978256226,3.93899989128113,1.71899998188019,4.75987947586543
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2001,YR2001,4.88700008392334,4.49300003051758,3.61800003051758,5.04300022125244,4.14099979400635,4.04699993133545,6.4980001449585,2.20799994468689,3.96199989318848,4.19299983978271,5.01999998092651,8.17800045013428,5.49900007247925,5.99200010299683,7.33500003814697,4.36800003051758,..,2.45099997520447,6.37599992752075,1.52999997138977,3.61199998855591,3.34299993515015,3.70199990272522,6.25,1.19400000572205,2.69099998474121,3.74000000953674,5.41099977493286,3.72699999809265,1.65400004386902,4.75232958024313
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2002,YR2002,5.22399997711182,4.03800010681152,3.36299991607666,5.50500011444092,4.03399991989136,4.14599990844727,5.65100002288818,1.81599998474121,4.00400018692017,4.07299995422363,4.96400022506714,7.48999977111816,5.25600004196167,5.88199996948242,7.31400012969971,3.15199995040894,..,2.13199996948242,5.99499988555908,1.50800001621246,4.14200019836426,3.50099992752075,3.77900004386902,6.27500009536743,1.39699995517731,2.33899998664856,3.5550000667572,5.17199993133545,3.74600005149841,1.37399995326996,4.71237215830842
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2003,YR2003,5.08699989318848,4.13399982452393,3.58800005912781,4.99100017547607,4.21299982070923,4.04400014877319,5.73099994659424,2.58100008964539,4.10599994659424,4.35099983215332,5,7.18599987030029,5.13399982452393,5.77799987792969,7.29500007629395,3.32299995422363,..,2.29200005531311,4.17199993133545,1.48699998855591,4.46600008010864,3.58400011062622,3.77800011634827,6.35099983215332,1.30999994277954,2.66599988937378,3.1949999332428,5.32200002670288,3.75399994850159,1.42400002479553,4.77829089453481
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2004,YR2004,4.26200008392334,4.53000020980835,3.81399989128113,4.88199996948242,4.02099990844727,3.46000003814697,6.45100021362305,3.31100010871887,4.18800020217896,4.36499977111816,5.17199993133545,7.9539999961853,5.86399984359741,5.77799987792969,7.27299976348877,3.14400005340576,..,1.85500001907349,4.59200000762939,2.81299996376038,4.42500019073486,3.73000001907349,3.99200010299683,6.40500020980835,1.57500004768372,3.40700006484985,3.46399998664856,5.36199998855591,3.65499997138977,1.58399999141693,4.89341173052096
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2005,YR2005,4.61600017547607,4.64799976348877,3.84100008010864,5.02299976348877,3.71799993515015,3.70000004768372,7.39200019836426,2.57699990272522,3.83899998664856,4.35099983215332,4.91400003433228,7.87400007247925,5.88100004196167,5.61700010299683,7.17600011825562,3.35599994659424,..,2.01300001144409,5.26599979400635,2.81399989128113,4.50699996948242,4.05999994277954,3.9539999961853,5.85799980163574,1.692999958992,3.22399997711182,3.26900005340576,5.08900022506714,3.91700005531311,1.52199995517731,4.80971847206219
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2006,YR2006,4.80800008773804,4.6729998588562,3.94400000572205,5.06799983978271,4.05700016021729,3.99900007247925,6.34000015258789,2.67199993133545,4.04400014877319,4.4689998626709,4.88000011444092,8.01299953460693,5.46000003814697,5.4229998588562,7.11999988555908,3.31900000572205,..,2.21199989318848,5.08900022506714,2.65100002288818,4.43100023269653,4.11499977111816,4.03000020980835,5.43599987030029,1.60699999332428,3.09800004959106,3.57999992370605,5.36499977111816,3.90300011634827,2.04399991035461,4.84563861208741
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2007,YR2007,4.87799978256226,4.50799989700317,4.05100011825562,5.33599996566772,3.73799991607666,3.84800004959106,6.09200000762939,3.30200004577637,4.00500011444092,4.41400003433228,4.83599996566772,8.02099990844727,5.24900007247925,5.53399991989136,7.03700017929077,3.23900008201599,..,2.07299995422363,4.84600019454956,2.95499992370605,4.94099998474121,4.07399988174438,4.03999996185303,5.56799983978271,1.46200001239777,3.11899995803833,3.31200003623962,5.41599988937378,3.91199994087219,2.14299988746643,4.80598676832478
